2008;Albania;Eastern Europe;7.68;4.9;10;10;10;10;10;10;10;-1;-1;10;10;9.6;10;10;10;-1;-1;-1;9.7;8.7;9.2;-1;10;10;4.7;6;-1;-1;-1;7.7;8.8;8.07;8.6;8.4;10;5.5;0.8;0;2.1;6.9;5.8;6.1;6.6;7.28
2008;Algeria;Middle East & North Africa;5.29;4.5;10;6.8;5;7.7;8.1;7.5;10;-1;-1;5;7.5;8.2;5;5;5;2.5;0;1.3;7.8;4;4.4;4.4;10;10;2.7;4.3;10;3.3;6.7;6.7;1.3;5.35;8.5;6.9;8.2;2.9;0;1.1;1.4;5.8;4.9;5.2;5.5;5.24
2008;Angola;Sub-Saharan Africa;5.02;3.6;5;10;7.5;10;10;8.5;10;-1;-1;5;7.5;8.1;0;0;3.3;5;3.3;4.2;8.7;7.9;6.9;2;10;10;4;4.5;10;6.7;10;7.9;5;5.44;9.1;8.3;10;-1;0.8;0;0.4;5;3;5.5;5.3;4.59
2008;Argentina;Latin America & the Caribbean;7.1;5.3;10;10;7.5;10;10;9.5;10;-1;-1;10;10;8.8;10;10;10;10;10;10;9.4;7.1;8.9;9.1;10;10;5.7;4.8;10;10;10;8.6;10;8.19;5.6;6.5;10;5.2;3.8;4.6;4.6;6.8;5.2;4.7;5.8;6.01
2008;Armenia;Caucasus & Central Asia;7.42;5;10;10;-1;10;10;10;10;-1;-1;10;10;9.6;5;5;6.7;-1;-1;-1;8.4;6.3;7.4;-1;10;6.6;3;3.3;-1;-1;-1;5.7;8.8;7.21;8.7;8.8;10;5.9;9.2;1.1;5.4;7.6;6.1;5.7;7.1;7.63
2008;Australia;Oceania;8.73;7.8;10;10;10;10;10;10;9.5;-1;-1;10;9.8;9.8;10;10;10;10;10;10;9;9.7;9.6;10;10;10;8;7.8;10;10;10;9.4;10;9.29;9.2;8.5;10;7.2;2.3;0.1;3.2;7.5;8.5;7.1;8.5;8.18
2008;Austria;Western Europe;8.42;7.7;10;10;10;10;10;10;9.5;-1;-1;10;9.8;9.8;10;10;10;10;10;10;8.8;6.4;8.4;8.7;10;10;7.3;8;10;10;10;9.3;10;9.02;9.6;8;10;7.7;3.1;6.4;5.7;8;5.9;6.9;7.6;7.82
2008;Azerbaijan;Caucasus & Central Asia;6.44;4.4;10;8.9;7.5;9.8;9.7;9.2;10;-1;-1;10;10;9.4;5;5;6.7;7.5;0;3.8;8.7;7;6.5;4.5;10;4.3;1.7;2.3;10;6.7;10;6.4;8.8;6.73;9.2;7.9;10;6.5;5;0;3.8;6.4;6.9;6.6;7.2;6.15
2008;Bahamas;Latin America & the Caribbean;7.97;7.1;10;10;-1;10;10;10;10;-1;-1;-1;10;7.2;10;10;10;-1;-1;-1;9.9;7.6;8.8;-1;10;10;9;7.5;-1;-1;-1;9.1;10;8.32;5;4.5;10;-1;0.8;8;4.4;6.7;9.4;8.5;9.2;7.61
2008;Bahrain;Middle East & North Africa;7.15;6.2;10;10;7.5;9.7;9.6;9.4;10;-1;-1;5;7.5;8.9;10;10;8.3;2.5;3.3;2.9;9.3;5.6;5.9;5.3;10;10;2;3.3;10;6.7;3.3;6.5;5;6.88;9.5;8.2;10;7.8;6.7;0.6;5;7.8;8.6;7.3;8.5;7.41
2008;Bangladesh;South Asia;5.8;3.5;5;10;5;10;9.9;8;10;-1;-1;5;7.5;8.1;5;10;6.7;5;6.7;5.8;7.5;4.9;6.1;6.1;10;9.9;3.3;3.3;10;10;10;8.1;0;5.6;5.9;6.5;10;4.8;0;0;1.6;6;6.4;5.3;6.6;6.01
2008;Barbados;Latin America & the Caribbean;7.21;7.3;10;10;-1;10;10;10;10;-1;-1;-1;10;8.9;10;10;10;-1;-1;-1;9.9;8.8;9.3;-1;10;10;9;7.5;-1;-1;-1;9.1;5;8.22;8.4;5.8;10;5.6;0;10;5.2;6.6;7;5.8;6.5;6.2
2008;Belarus;Eastern Europe;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2008;Belgium;Western Europe;8.28;7.5;10;10;10;10;10;10;9.5;-1;-1;10;9.8;9.7;10;10;10;10;10;10;8.8;6;8.3;9.7;10;10;9;9;10;10;10;9.7;10;9.06;9.6;8;10;7.5;4.6;6.4;6.2;8.2;6.9;6.5;7.7;7.5	
2008;Belize;Latin America & the Caribbean;7.37;5.2;10;10;-1;10;10;10;10;-1;-1;10;10;6.7;10;10;10;-1;-1;-1;10;8.2;9.1;-1;10;10;7.3;8;-1;-1;-1;8.8;7.5;7.4;7.1;6.7;10;-1;0;5.2;2.6;6.6;8.9;8.7;9.2;7.33
2008;Benin;Sub-Saharan Africa;6.85;4.8;10;10;-1;10;10;10;8.3;-1;-1;5;6.7;8;10;0;6.7;7.5;6.7;7.1;9.6;9.8;8.8;8.1;10;10;6.3;7.5;10;10;10;9.1;10;7.46;4.3;6.4;10;5.2;0.8;0;2;6.1;5.5;5.1;6.6;6.24
2008;Bhutan;South Asia;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2008;Bolivia;Latin America & the Caribbean;6.75;3.7;10;10;5;10;10;9;10;-1;-1;10;10;8.5;10;10;10;7.5;6.7;7.1;9.7;8;8.3;7.5;6.5;10;6.3;5.3;10;10;10;8.3;10;7.46;9.2;8.8;10;4.3;4.6;4.3;4.4;7.1;3.6;4.2;5.6;6.04
2008;Bosnia and Herzegovina;Eastern Europe;7.27;6.1;10;10;7.5;9.8;9.5;9.4;10;-1;-1;10;10;9.6;0;10;6.7;-1;-1;-1;8.7;7.7;8.2;-1;10;10;7;4.5;-1;-1;-1;7.9;10;8;10;8.1;10;5.1;3.8;5.3;4.8;7.4;7.5;4.9;7;6.54
2008;Botswana;Sub-Saharan Africa;6.81;6.2;10;10;10;10;10;10;10;-1;-1;5;7.5;7.2;10;5;8.3;7.5;6.7;7.1;9.9;8.3;8.4;6.7;10;10;7;5.8;6.7;6.7;10;8;2.5;6.75;3;5.5;10;7.2;6.9;6.6;6.9;7.1;7;6.6;7.3;6.87
2008;Brazil;Latin America & the Caribbean;7.05;5.5;10;10;10;10;10;10;10;-1;-1;10;10;6.8;10;10;10;10;10;10;8.8;9.1;9.3;8.3;10;10;5;6;10;10;10;8.7;10;7.72;8.5;7.3;9.3;5.7;3.8;6.3;5.3;7.1;3.9;3.4;4.7;6.38
2008;Brunei Darussalam;South Asia;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2008;Bulgaria;Eastern Europe;7.78;5.3;10;10;10;10;10;10;10;-1;-1;10;10;9.7;10;10;10;10;10;10;8.2;5.7;8;9.4;5.6;10;6.3;6.5;10;10;10;8.3;10;8.32;9.8;8.1;10;5.3;7.7;6.4;6.5;7.7;7.7;5.4;7.6;7.23
2008;Burkina Faso;Sub-Saharan Africa;6.84;4.9;10;10;7.5;10;10;9.5;2.3;-1;-1;5;3.7;7.6;10;10;10;5;10;7.5;9.1;9.3;8.6;7.7;10;10;5.7;6.3;10;10;10;8.8;10;7.63;6;7;10;5;0.8;0;1.9;5.9;7.2;5.8;7.4;6.05
2008;Burundi;Sub-Saharan Africa;5.7;4.1;5;1.8;2.5;8.9;8.9;5.4;10;-1;-1;5;7.5;7.1;10;5;8.3;-1;-1;-1;9.6;7.1;8.4;-1;10;8.8;3;2.5;-1;-1;-1;6.1;5;6.27;1.1;4.9;10;3.9;1.5;0;1.8;4.9;7.3;4.9;6.6;5.13
2008;Cambodia;South Asia;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2008;Cameroon;Sub-Saharan Africa;5.7;3.4;10;10;5;9.9;10;9;8;-1;-1;5;6.5;7.9;0;0;1.7;7.5;10;8.8;8.9;8.3;8.7;7.8;10;8.9;3.3;4;10;10;10;8;3.8;5.83;3.8;5.5;10;5.7;0;0;1.9;5.9;7.4;3.5;6.1;5.57
2008;Canada;North America;8.69;7.7;10;10;10;10;9.9;10;9.5;-1;-1;10;9.8;9.7;10;10;10;10;10;10;9.8;9.3;9.7;10;10;10;8.3;8;10;10;10;9.5;10;9.26;9.8;7;10;7.4;6.9;5.6;6.6;7.8;8.3;7.7;8.7;8.13
